filename, ad, age, alps_release, area, balancer, dbd, doi, effector, gender, publishing_name, roi
"Janelia-2022140513733312610-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_181_986_2287403773238181986_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_64G09_XA_21","Day 1-5","LC Paper","Brain","TM6B","GMR_37H04_XD_01","10.7554/eLife.21022","UAS_Chrimson_Venus_X_0070","Female","OL0029B","LPLC1"
"Janelia-2022140522755260514-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_513_570_2287403732641513570_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_19G02_XA_21","Day 1-5","LC Paper","Brain","null","GMR_75G12_XD_01","10.7554/eLife.21022","UAS_Chrimson_Venus_X_0070","Female","OL0048B","LPLC2"
"Janelia-2024138455012868194-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_158_562_2287403773108158562_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_42E06_BB_21","Day 1-5","LC Paper","Brain","CyO","BJD_113D05_AV_01","10.7554/eLife.21022","UAS_Chrimson_Venus_X_0070","Female","OL0203B","LC6"
"Janelia-2024138478400307298-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_550_498_2287403396392550498_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_91B01_XA_21","Day 1-5","LC Paper","Brain","null","GMR_22A07_XD_01","10.7554/eLife.21022","UAS_Chrimson_Venus_X_0070","Female","OL0070B","LC6"
"Janelia-2025678411631951970-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_315_813_2646522277738315813_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_20C05_XA_21","Day 1-5","Descending Neurons 2018","Brain","null","GMR_85H06_AV_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01057","DNp20"
"Janelia-2025678793275867234-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_961_826_2611376732652961826_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_30C01_BB_21","Day 1-5","Descending Neurons 2018","Brain","CyOTb","GMR_85H01_XD_01","10.1016/j.neuron.2017.03.010","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01065","null"
"Janelia-2025678885877710946-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_465_317_2611384485706465317_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_31B08_XA_21","Day 1-5","Descending Neurons 2018","Brain","null","GMR_24A03_XD_01","10.1016/j.neuron.2017.03.010","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS00724","null"
"Janelia-2025678948314120290-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_693_285_2646506882096693285_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_25C08_XA_21","Day 1-5","Descending Neurons 2018","Brain","CyO","GMR_68A06_XD_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS00726","DNp01"
"Janelia-2025678950633570402-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_345_831_2611377672701345831_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_25C08_XA_21","Day 1-5","Descending Neurons 2018","Brain","null","GMR_79H02_XD_01","10.1016/j.neuron.2017.03.010","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS00728","null"
"Janelia-2026743731721338978-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_136_549_2611381465107136549_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_21C05_XA_21","Day 1-5","Descending Neurons 2018","Brain","CyOTb; TM6B","GMR_28E01_XD_01","10.1016/j.neuron.2017.03.010","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01058","null"
"Janelia-2026743742282596450-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_438_630_2646522881315438630_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_21F01_XA_21","Day 1-5","Descending Neurons 2018","Brain","null","GMR_22D06_XD_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01059","DNp25"
"Janelia-2026743756111216738-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_647_208_2646511236224647208_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_22H02_XA_21","Day 1-5","Descending Neurons 2018","Brain","CyOTb","GMR_20F03_XD_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01061","DNg26"
"Janelia-2026743773425303650-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_554_213_2646506964229554213_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_24F06_BB_21","Day 1-5","Descending Neurons 2018","Brain","CyOTb","GMR_45E06_XD_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01063","DNg28"
"Janelia-2026743779444129890-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_718_759_2646506806674718759_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_27E07_XA_21","Day 1-5","Descending Neurons 2018","Brain","TM6B","GMR_14D01_XD_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01064","DNg26"
"Janelia-2026743795286016098-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_137_768_2646511237336137768_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_69C11_XA_21","Day 1-5","Descending Neurons 2018","Brain","null","GMR_81D05_XD_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01078","DNp20"
"Janelia-2026743814697255010-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_062_502_2646507148976062502_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_61A01_XA_21","Day 1-5","Descending Neurons 2018","Brain","null","BJD_102G11_AV_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01077","DNg30"
"Janelia-2026743819650728034-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_514_920_2646531683259514920_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_84B12_XA_21","Day 1-5","Descending Neurons 2018","Brain","TM6B","BJD_105D02_AV_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01080","DNp04"
"Janelia-2026743832460132450-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_144_230_2646523010395144230_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_91C05_XA_21","Day 1-5","Descending Neurons 2018","Brain","CyOTb; TM6B","GMR_31B08_XD_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01081","DNp03"
"Janelia-2026743840903266402-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_226_407_2646507109239226407_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_50D07_XA_21","Day 1-5","Descending Neurons 2018","Brain","null","GMR_33H11_XD_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS00725","DNp04"
"Janelia-2026743849056993378-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_154_983_2646506967027154983_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_14A01_XA_21","Day 1-5","Descending Neurons 2018","Brain","CyO","GMR_79H02_XD_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS00727","DNp01"
"Janelia-2028553832367128674-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_045_479_2646506363882045479_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","BJD_105D02_BB_21","Day 1-5","Descending Neurons 2018","Brain","null","GMR_24C07_XD_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01046","DNp24"
"Janelia-2028553847537926242-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_294_183_2611381963948294183_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","BJD_108B07_BB_21","Day 1-5","Descending Neurons 2018","Brain","CyO","BJD_102G01_AV_01","10.1016/j.neuron.2017.03.010","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01048","null"
"Janelia-2028553880052170850-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_532_069_2646506925071532069_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","BJD_110A11_BB_21","Day 1-5","Descending Neurons 2018","Brain","null","BJD_115F05_AV_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01049","DNp10"
"Janelia-2028553900755255394-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_050_470_2646511172748050470_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","BJD_122B03_BB_21","Day 1-5","Descending Neurons 2018","Brain","null","GMR_22D06_XD_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01052","DNp25"
"Janelia-2028553917805101154-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_703_398_2646506816258703398_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","BJD_124F08_BB_21","Day 1-5","Descending Neurons 2018","Brain","null","GMR_24A03_XD_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01053","DNp02"
"Janelia-2028553950231265378-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_584_869_2646506642270584869_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_17A04_XA_21","Day 1-5","Descending Neurons 2018","Brain","TM6B","GMR_24A03_XD_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01056","DNp28"
"Janelia-2028554096176267362-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_931_362_2611388383208931362_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_50D07_XA_21","Day 1-5","Descending Neurons 2018","Brain","CyOTb-RFP;Tm6B","GMR_74C01_XD_01","10.1016/j.neuron.2017.03.010","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01076","null"
"Janelia-2030819958790815842-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_674_596_2611382593844674596_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_31B08_XA_21","Day 1-5","Descending Neurons 2018","Brain","null","GMR_88C07_XD_01","10.1016/j.neuron.2017.03.010","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01067","null"
"Janelia-2030819971658940514-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_360_546_2611385907399360546_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_32C05_XA_21","Day 1-5","Descending Neurons 2018","Brain","null","GMR_70C05_XD_01","null","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01068","null"
"Janelia-2030819985416257634-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_262_632_2646511241073262632_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_38H06_XA_21","Day 1-5","Descending Neurons 2018","Brain","null","BJD_104A09_AV_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01069","DNg14"
"Janelia-2030819994173964386-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_312_162_2611389191451312162_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_38H06_XA_21","Day 1-5","Descending Neurons 2018","Brain","null","GMR_65D06_AV_01","10.1016/j.neuron.2017.03.010","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01070","null"
"Janelia-2030820007398604898-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_656_552_2611384631806656552_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_40H12_XA_21","Day 1-5","Descending Neurons 2018","Brain","null","GMR_85H01_XD_01","null","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01071","null"
"Janelia-2030820015967567970-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_194_469_2611386531218194469_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_42B02_XA_21","Day 1-5","Descending Neurons 2018","Brain","CyOTb","GMR_65C02_XD_01","null","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01072","null"
"Janelia-2030820023773167714-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_775_464_2646536331852775464_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_42B02_XA_21","Day 1-5","Descending Neurons 2018","Brain","null","GMR_65C10_XD_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01073","DNg02"
"Janelia-2030820030538580066-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_717_605_2646526522260717605_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_42B02_XA_21","Day 1-5","Descending Neurons 2018","Brain","null","GMR_89B01_XD_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01074","DNg07"
"Janelia-2030820035349446754-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_240_423_2646506966964240423_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_47H03_XA_21","Day 1-5","Descending Neurons 2018","Brain","TM6B","GMR_59F08_XD_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01075","DNg29"
"Janelia-2030820113376084066-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_233_382_2646507148850233382_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_58G11_XA_21","Day 1-5","Descending Neurons 2018","Brain","null","GMR_81D05_XD_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS00729","DNp20"
"Janelia-2030820115250937954-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_178_086_2646506960530178086_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_75C10_XA_21","Day 1-5","Descending Neurons 2018","Brain","TM6B","GMR_87D07_XD_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS00730","DNa02"
"Janelia-2030820125132718178-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_750_439_2646507109595750439_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_22C05_XA_21","Day 1-5","Descending Neurons 2018","Brain","null","GMR_56G08_XD_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS00731","DNa01"
"Janelia-2030820131721969762-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_140_518_2646525305925140518_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_14F03_XA_21","Day 1-5","Descending Neurons 2018","Brain","null","GMR_24C07_XD_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS00732","DNp24"
"Janelia-2030820134662176866-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_000_932_2611388526306000932_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_58E07_XA_21","Day 1-5","Descending Neurons 2018","Brain","CyO","GMR_39H12_XD_01","10.1016/j.neuron.2017.03.010","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS00733","null"
"Janelia-2030820144627843170-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_719_844_2611390510857719844_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_73C04_XA_21","Day 1-5","Descending Neurons 2018","Brain","null","GMR_39H12_XD_01","10.1016/j.neuron.2017.03.010","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS00734","null"
"Janelia-2030820154929053794-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_858_148_2611390510752858148_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_21A07_XA_21","Day 1-5","Descending Neurons 2018","Brain","null","GMR_72A01_XD_01","10.1016/j.neuron.2017.03.010","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS00736","null"
"Janelia-2030820164768890978-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_198_248_2611386307951198248_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_10A12_XA_21","Day 1-5","Descending Neurons 2018","Brain","TM6B","GMR_81E05_XD_01","10.1016/j.neuron.2017.03.010","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS00737","null"
"Janelia-2030820175397257314-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_988_453_2611388988748988453_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_81D05_XA_21","Day 1-5","Descending Neurons 2018","Brain","CyO, TM6B","GMR_81E05_XD_01","10.1016/j.neuron.2017.03.010","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS00738","null"
"Janelia-2041259614837669986-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_055_270_2646506815705055270_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","BJD_104B12_BB_21","Day 1-5","Descending Neurons 2018","Brain","null","GMR_38F04_XD_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01540","DNp09"
"Janelia-2041259638363521122-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_918_760_2646510948549918760_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","BJD_104E03_BB_21","Day 1-5","Descending Neurons 2018","Brain","CyOTb","GMR_56G08_XD_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01541","DNa07"
"Janelia-2041259656352890978-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_301_416_2646536331907301416_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","BJD_104E03_BB_21","Day 1-5","Descending Neurons 2018","Brain","null","GMR_87B09_XD_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01542","DNa07"
"Janelia-2041259663873278050-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_453_670_2646537348560453670_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","BJD_105D02_BB_21","Day 1-5","Descending Neurons 2018","Brain","CyOTb","BJD_124C05_AV_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01544","DNp02,DNp04"
"Janelia-2042502738641682530-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_864_806_2646506960760864806_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","BJD_113G07_BB_21","Day 1-5","Descending Neurons 2018","Brain","null","BJD_126F01_AV_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01550","DNg11"
"Janelia-2042502745532924002-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_528_423_2611389698496528423_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","BJD_114G06_BB_21","Day 1-5","Descending Neurons 2018","Brain","null","BJD_118A10_AV_01","10.1016/j.neuron.2017.03.010","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01551","null"
"Janelia-2042502764814139490-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_821_032_2646511139780821032_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","BJD_115A02_BB_21","Day 1-5","Descending Neurons 2018","Brain","null","BJD_111C04_AV_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01552","DNa07,DNa05"
"Janelia-2042502775362814050-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_564_712_2646511139969564712_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","BJD_124F08_BB_21","Day 1-5","Descending Neurons 2018","Brain","TM6B","BJD_124C05_AV_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01554","DNp02"
"Janelia-2042502802688704610-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_851_301_2646506641779851301_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_11E07_XA_21","Day 1-5","Descending Neurons 2018","Brain","CyOTb; TM6B","GMR_77F05_AV_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01556","DNp15"
"Janelia-2042502809949044834-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_086_567_2646506965752086567_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_13D04_XA_21","Day 1-5","Descending Neurons 2018","Brain","CyOTb","GMR_65D05_XD_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01557","DNg27"
"Janelia-2042502826428465250-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_501_032_2646535183628501032_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_27E07_XA_21","Day 1-5","Descending Neurons 2018","Brain","null","BJD_109H06_AV_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01558","DNg26"
"Janelia-2042502838763913314-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_739_560_2646511235125739560_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_31H10_XA_21","Day 1-5","Descending Neurons 2018","Brain","CyOTb","BJD_111C04_AV_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01560","DNa07"
"Janelia-2042502850247917666-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_081_957_2646506857216081957_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_42B02_XA_21","Day 1-5","Descending Neurons 2018","Brain","null","BJD_106G05_AV_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01561","DNg02"
"Janelia-2042502875023671394-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_279_335_2646535088212279335_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_66B05_XA_21","Day 1-5","Descending Neurons 2018","Brain","null","GMR_85H06_AV_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01566","DNg11"
"Janelia-2043621057121747042-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_756_072_2646511236291756072_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","BJD_109D01_BB_21","Day 1-5","Descending Neurons 2018","Brain","null","BJD_102A03_AV_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01545","DNd02"
"Janelia-2043621064184954978-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_372_582_2646537491179372582_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","BJD_111C04_BB_21","Day 1-5","Descending Neurons 2018","Brain","null","BJD_104E03_AV_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01546","DNa05,DNa07"
"Janelia-2043621078776938594-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_535_014_2646506959825535014_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","BJD_111G08_BB_21","Day 1-5","Descending Neurons 2018","Brain","CyOTb","BJD_105G01_AV_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01547","DNg10"
"Janelia-2049013607982694498-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_804_840_2646510948633804840_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","BJD_107A12_BB_21","Day 1-5","Descending Neurons 2018","Brain","TM6B","BJD_124C05_AV_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01047","DNp06"
"Janelia-2049013636789174370-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_139_493_2611395983317139493_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","BJD_123F06_BB_21","Day 1-5","Descending Neurons 2018","Brain","null","GMR_32B03_XD_01","10.1016/j.neuron.2017.03.010","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01584","null"
"Janelia-2049013642992549986-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_122_471_2611396181263122471_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_14H09_XA_21","Day 1-5","Descending Neurons 2018","Brain","null","GMR_13B05_XD_01","10.1016/j.neuron.2017.03.010","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01588","null"
"Janelia-2049013650072535138-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_346_852_2611400801901346852_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_26E02_XA_21","Day 1-5","Descending Neurons 2018","Brain","CyOTb","GMR_81D05_XD_01","10.1016/j.neuron.2017.03.010","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01592","null"
"Janelia-2049013652517814370-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_582_054_2611405541674582054_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_59B10_XA_21","Day 1-5","Descending Neurons 2018","Brain","null","GMR_21H11_XD_01","10.1016/j.neuron.2017.03.010","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01601","null"
"Janelia-2049013663095849058-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_735_592_2611406781443735592_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_77H03_XA_21","Day 1-5","Descending Neurons 2018","Brain","TM6B","GMR_74B04_XD_01","10.1016/j.neuron.2017.03.010","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01605","null"
"Janelia-2049596954983268450-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_886_184_2611400908570886184_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","BJD_108F02_BB_21","Day 1-5","Descending Neurons 2018","Brain","TM6B","BJD_114C04_AV_01","10.1016/j.neuron.2017.03.010","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01574","null"
"Janelia-2049596956400943202-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_540_328_2611407351382540328_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_29F12_XA_21","Day 1-5","Descending Neurons 2018","Brain","null","GMR_24A03_XD_01","10.1016/j.neuron.2017.03.010","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01594","null"
"Janelia-2054710597290819682-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_245_352_2646510948751245352_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","BJD_104E03_BB_21","Day 1-5","Descending Neurons 2018","Brain","null","BJD_100E01_AV_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS01571","DNa07"
